state,year,vehicle_segment,ice_vehicle_registrations,ev_vehicle_registrations
Assam,2017,3W,58532,692
Delhi,2020,2W,169471,47032
West Bengal,2021,3W,63881,3876
Karnataka,2024,2W,108740,21956
Chhattisgarh,2022,3W,61019,10515
Uttar Pradesh,2022,4W,65545,3975
Bihar,2017,2W,43886,8757
Delhi,2022,3W,92353,32914
Chhattisgarh,2021,3W,53585,2844
Bihar,2019,3W,90941,7932
Uttar Pradesh,2016,2W,100269,18897
West Bengal,2017,3W,80641,23984
Delhi,2019,4W,68833,14532
Assam,2022,2W,23433,3526
Karnataka,2020,4W,87065,10417
Tamil Nadu,2018,4W,64276,12589
Gujarat,2019,4W,82043,7342
Kerala,2023,2W,77755,12211
West Bengal,2020,4W,140535,45259
Telangana,2017,2W,62660,11849
Karnataka,2023,4W,82549,0
Telangana,2022,4W,94777,26576
Jharkhand,2017,2W,136949,38520
Karnataka,2020,4W,88575,19737
Kerala,2020,3W,58336,9081
Haryana,2016,4W,94277,15370
Gujarat,2021,4W,60270,16898
Delhi,2016,2W,32785,5623
Odisha,2024,4W,72648,0
Haryana,2024,4W,76474,18724
Haryana,2023,2W,83463,13189
Jharkhand,2022,3W,72272,1904
Assam,2020,4W,130266,39764
Chhattisgarh,2020,4W,85976,0
Maharashtra,2024,4W,91166,33086
Tamil Nadu,2016,3W,113110,27058
Chhattisgarh,2023,2W,67209,7506
Chhattisgarh,2019,4W,49169,1786
Chhattisgarh,2024,2W,127483,26415
Haryana,2021,4W,71054,10041
Jharkhand,2022,3W,55211,14783
Delhi,2021,4W,91499,13173
Telangana,2020,4W,85298,17421
Karnataka,2023,4W,45553,12091
Maharashtra,2018,2W,104069,12902
Karnataka,2020,4W,13448,2082
West Bengal,2019,3W,114234,30798
Karnataka,2020,4W,49633,10008
Madhya Pradesh,2023,4W,74247,10152
Haryana,2022,2W,36357,8647
Punjab,2017,3W,31015,5799
Odisha,2024,2W,62785,24587
Gujarat,2020,3W,107246,28234
Odisha,2020,4W,37690,8673
Rajasthan,2023,4W,80861,18778
Assam,2020,2W,23136,1450
Tamil Nadu,2018,2W,97060,38606
Assam,2023,2W,73260,6432
Chhattisgarh,2022,4W,92447,36242
Odisha,2016,2W,115496,26070
Madhya Pradesh,2018,4W,81325,7083
Delhi,2021,4W,78118,23070
Madhya Pradesh,2023,3W,71244,6056
Jharkhand,2024,4W,125864,22507
Haryana,2016,2W,67668,16765
Maharashtra,2018,4W,49692,9645
Jharkhand,2019,3W,126518,8423
Maharashtra,2019,3W,50842,19434
Karnataka,2023,3W,67652,17873
Rajasthan,2017,4W,64450,10636
Jharkhand,2024,2W,94802,27654
Kerala,2023,2W,81772,1361
Assam,2017,4W,91232,19502
Jharkhand,2019,3W,99804,24693
Tamil Nadu,2016,2W,29205,6843
Jharkhand,2019,2W,95649,11724
Telangana,2021,2W,64584,9049
Chhattisgarh,2016,3W,55772,6911
Assam,2016,2W,52219,309
Karnataka,2016,3W,97217,3290
Haryana,2021,2W,117686,16747
West Bengal,2021,4W,85699,17971
Jharkhand,2020,4W,114400,26437
Odisha,2023,3W,28409,6132
Telangana,2024,3W,94500,29046
Delhi,2016,2W,85985,9704
Punjab,2023,4W,126841,26820
Gujarat,2021,2W,110580,7174
Haryana,2020,4W,78060,24456
Odisha,2020,2W,91947,10502
Gujarat,2016,2W,126458,38624
Assam,2022,3W,62663,11262
Gujarat,2022,4W,75912,22305
Kerala,2022,4W,113759,21427
Chhattisgarh,2019,2W,65296,2156
Gujarat,2022,2W,89267,19269
Maharashtra,2016,2W,57261,6258
Delhi,2017,3W,62963,21133
Kerala,2016,3W,95961,1207
Delhi,2023,3W,25255,4309
Telangana,2021,3W,103229,21450
Assam,2020,3W,15105,6004
Karnataka,2021,2W,31051,2843
Jharkhand,2020,4W,62725,9070
Chhattisgarh,2023,4W,102010,0
West Bengal,2023,3W,98028,0
Rajasthan,2019,2W,107023,20371
Uttar Pradesh,2019,3W,110118,27968
Madhya Pradesh,2017,3W,75188,6317
West Bengal,2020,4W,65480,4758
Madhya Pradesh,2023,4W,82233,19868
Madhya Pradesh,2024,3W,92011,3502
Telangana,2021,3W,105085,29626
West Bengal,2024,2W,58422,2897
Delhi,2021,3W,70505,22231
Bihar,2020,2W,92045,18939
Jharkhand,2023,3W,103291,24186
Bihar,2018,3W,92504,15941
Odisha,2020,2W,76800,19998
West Bengal,2022,2W,33977,8573
Uttar Pradesh,2019,4W,94075,24832
Bihar,2022,3W,51351,19951
Rajasthan,2021,3W,8504,1279
Karnataka,2021,2W,19874,2197
Jharkhand,2017,2W,44195,8943
Punjab,2019,4W,97396,32122
Rajasthan,2019,4W,56398,1233
Chhattisgarh,2023,3W,73462,1124
Delhi,2024,4W,49236,7987
Karnataka,2020,3W,80981,0
Odisha,2016,2W,74781,5859
Punjab,2022,3W,31350,236
Delhi,2021,4W,61926,8826
West Bengal,2016,2W,84714,11841
West Bengal,2019,4W,57051,7599
Haryana,2021,4W,50193,12753
Punjab,2016,2W,67535,17956
Uttar Pradesh,2022,3W,173066,29934
Uttar Pradesh,2024,3W,69365,20764
Rajasthan,2021,4W,72438,3303
Chhattisgarh,2018,2W,71807,0
Jharkhand,2016,3W,47013,12666
Haryana,2019,3W,76057,8058
Odisha,2021,4W,89175,24598
Maharashtra,2019,4W,113921,10329
Jharkhand,2022,4W,78411,3941
Gujarat,2018,4W,65615,14418
Chhattisgarh,2024,4W,24339,5696
West Bengal,2018,4W,104166,1237
Delhi,2021,3W,113912,28883
Uttar Pradesh,2018,3W,110421,31582
Delhi,2016,3W,9704,0
Punjab,2018,3W,49891,16467
Kerala,2016,4W,108970,37854
Punjab,2020,4W,113819,19721
Maharashtra,2017,2W,54997,4816
Haryana,2019,4W,74112,12160
Tamil Nadu,2020,3W,68257,9252
Assam,2019,2W,120171,26710
West Bengal,2020,3W,75063,2171
Chhattisgarh,2020,4W,31565,5807
Bihar,2021,2W,87444,32844
Bihar,2017,3W,112814,23126
Tamil Nadu,2023,2W,77015,14916
Chhattisgarh,2017,2W,125518,24593
Assam,2023,4W,75427,13184
Madhya Pradesh,2019,2W,51756,8867
Jharkhand,2023,4W,111758,21909
Kerala,2020,3W,64892,5924
Rajasthan,2023,2W,92603,24010
West Bengal,2023,3W,69637,2600
Gujarat,2016,2W,70355,8061
Kerala,2023,3W,72741,2596
Gujarat,2016,4W,74917,4830
Karnataka,2024,2W,9369,1243
Assam,2021,2W,63543,5560
Punjab,2022,2W,97269,3372
Delhi,2019,2W,82883,5377
Jharkhand,2019,2W,57267,5327
Madhya Pradesh,2021,4W,87768,16737
Delhi,2021,3W,55043,2812
Kerala,2022,3W,93426,5914
Chhattisgarh,2019,2W,153928,0
Delhi,2018,4W,95618,24220
Jharkhand,2023,4W,58359,17845
Assam,2017,4W,110483,21327
Odisha,2019,3W,92512,11110
West Bengal,2024,3W,33083,4130
Tamil Nadu,2020,4W,65091,13013
Haryana,2016,4W,81950,27068
Gujarat,2017,4W,89062,16157
Gujarat,2023,2W,33735,7594
Bihar,2023,4W,89818,9977
Assam,2021,2W,65749,13868
Haryana,2023,4W,102376,7657
Telangana,2018,3W,153406,30095
Tamil Nadu,2018,3W,17791,4152
Telangana,2020,2W,24325,4873
Karnataka,2020,3W,52690,11649
Bihar,2024,4W,88755,22463
Tamil Nadu,2017,2W,137797,33837
Tamil Nadu,2016,4W,51455,9424
Chhattisgarh,2021,2W,63125,8466
Chhattisgarh,2024,2W,80616,5265
Karnataka,2019,3W,75225,11971
Karnataka,2023,4W,65507,18049
Assam,2022,3W,72026,18098
Assam,2016,2W,59527,14163
Haryana,2023,2W,108192,14783
West Bengal,2021,4W,38931,11188
Delhi,2022,4W,22593,2030
Maharashtra,2024,2W,53951,4777
Bihar,2021,2W,20086,4809
Gujarat,2017,3W,40159,1977
Uttar Pradesh,2022,3W,93173,23279
Kerala,2024,4W,121194,21256
Haryana,2022,3W,47892,0
Tamil Nadu,2024,2W,73052,10287
Bihar,2021,3W,97761,33840
Bihar,2016,2W,86763,15747
Uttar Pradesh,2018,4W,107181,24872
Telangana,2016,3W,79568,10535
West Bengal,2018,4W,57445,21634
Uttar Pradesh,2018,3W,100497,17115
Bihar,2023,4W,75502,18643
Rajasthan,2019,2W,128382,24963
Jharkhand,2023,2W,76372,1732
Gujarat,2018,4W,92648,26349
Chhattisgarh,2018,4W,94528,30534
Rajasthan,2016,2W,114872,3389
Haryana,2017,3W,42889,1859
Haryana,2024,4W,56822,18225
Rajasthan,2024,3W,84429,13685
Assam,2020,2W,60723,12490
Uttar Pradesh,2019,4W,96212,6453
Gujarat,2020,2W,117653,29672
Telangana,2018,2W,97682,20905
Haryana,2016,3W,99231,5631
Rajasthan,2018,2W,58712,25024
Haryana,2022,4W,42534,10764
Kerala,2017,4W,10094,1236
Chhattisgarh,2019,4W,144106,26071
Haryana,2024,2W,69107,9004
Gujarat,2019,2W,97575,16676
Chhattisgarh,2016,4W,59695,9661
Bihar,2020,3W,70738,5253
Gujarat,2021,2W,111915,8736
Bihar,2016,3W,37700,12689
Kerala,2018,4W,106653,13869
Punjab,2024,2W,101203,4000
Jharkhand,2019,4W,68189,16355
Chhattisgarh,2022,2W,124741,35604
Uttar Pradesh,2016,2W,61507,5706
Kerala,2017,3W,115392,16903
Telangana,2017,3W,78834,14743
Maharashtra,2024,3W,70749,9140
Chhattisgarh,2019,2W,73249,12721
Rajasthan,2019,4W,74640,9150
Jharkhand,2020,4W,57910,5657
Assam,2018,2W,44624,9956
West Bengal,2020,3W,36830,4838
Haryana,2022,4W,30811,7987
Haryana,2022,4W,49519,12620
Telangana,2024,2W,72786,33947
Madhya Pradesh,2021,3W,74807,22722
Tamil Nadu,2022,3W,101796,42225
Uttar Pradesh,2021,4W,79092,23620
Maharashtra,2023,2W,110282,15447
Delhi,2023,2W,39374,2901
Rajasthan,2020,3W,96504,0
Gujarat,2017,3W,71011,15785
Karnataka,2018,2W,94496,21531
Gujarat,2016,2W,81558,16524
Delhi,2021,3W,92384,13636
Odisha,2016,4W,61308,20449
Delhi,2024,2W,111160,28498
West Bengal,2024,2W,79279,17131
Bihar,2018,3W,133333,47685
Kerala,2022,3W,52425,14633
Chhattisgarh,2019,4W,71374,13536
Kerala,2021,4W,42541,5918
Kerala,2024,3W,115647,9822
Assam,2022,4W,41940,13538
West Bengal,2019,2W,82621,11300
Punjab,2020,2W,17308,15
Rajasthan,2024,3W,73265,13826
Gujarat,2021,3W,1000,120
Karnataka,2016,2W,52611,10201
Punjab,2019,3W,147578,26356
Karnataka,2016,2W,107900,30122
Rajasthan,2017,2W,58575,0
Telangana,2019,4W,54282,21491
Bihar,2024,3W,125122,0
Rajasthan,2023,3W,58634,9678
Uttar Pradesh,2022,3W,63013,10589
Delhi,2016,4W,83809,15710
Punjab,2021,3W,111489,21612
Maharashtra,2017,4W,47818,1621
West Bengal,2020,4W,52553,10157
West Bengal,2016,3W,98374,28808
Telangana,2018,4W,61306,25469
Chhattisgarh,2017,4W,106221,22446
Tamil Nadu,2022,2W,95301,2497
Kerala,2022,4W,112832,18880
Jharkhand,2023,4W,68695,7110
Assam,2023,4W,69288,0
Jharkhand,2020,4W,48866,9161
West Bengal,2021,3W,62584,8547
Karnataka,2016,2W,71275,11780
Maharashtra,2022,3W,78140,17417
Madhya Pradesh,2016,2W,50848,10077
Kerala,2023,3W,57472,9035
West Bengal,2020,3W,124511,18876
Delhi,2016,3W,45978,5886
Madhya Pradesh,2022,4W,55478,7891
Gujarat,2018,2W,61829,10146
Uttar Pradesh,2024,2W,80445,13999
Tamil Nadu,2018,3W,68499,14076
Assam,2021,4W,47051,15814
Chhattisgarh,2016,4W,112805,31391
Rajasthan,2018,3W,91693,18068
Kerala,2016,4W,98165,26278
Telangana,2018,2W,69669,7604
Delhi,2021,2W,113378,0
Kerala,2023,3W,103063,0
Punjab,2016,2W,110987,31520
Jharkhand,2016,4W,61001,16425
Haryana,2021,4W,65114,3626
Maharashtra,2017,4W,106703,30224
Tamil Nadu,2023,3W,36370,9118
Tamil Nadu,2021,2W,77430,19247
Gujarat,2020,2W,92693,20668
Telangana,2024,3W,86953,14069
Bihar,2023,4W,24602,5936
Karnataka,2024,3W,125137,8841
Chhattisgarh,2021,2W,38920,1870
Karnataka,2020,2W,53209,2309
Rajasthan,2019,3W,125970,40328
Tamil Nadu,2016,4W,75669,11408
Telangana,2024,3W,39847,0
Kerala,2022,3W,129537,37135
Jharkhand,2017,3W,45485,11338
Karnataka,2018,2W,57687,5960
Madhya Pradesh,2016,3W,109358,0
Odisha,2019,4W,89709,7200
Chhattisgarh,2018,2W,65624,5607
Madhya Pradesh,2018,2W,121481,13799
Kerala,2024,2W,45898,10285
Maharashtra,2022,4W,63742,10030
West Bengal,2024,3W,74035,25087
Assam,2019,3W,43365,5723
Gujarat,2022,4W,36721,7426
Maharashtra,2016,3W,60419,7649
Haryana,2020,4W,65268,21488
Odisha,2018,4W,78807,14932
Jharkhand,2021,4W,74580,16121
Tamil Nadu,2019,2W,50204,12890
Tamil Nadu,2024,2W,126767,15691
Punjab,2018,2W,51587,11933
Chhattisgarh,2019,4W,92539,13489
Madhya Pradesh,2022,3W,58555,5674
Uttar Pradesh,2018,3W,107910,14148
Telangana,2024,4W,94335,31440
Assam,2023,4W,53989,9036
Gujarat,2019,3W,17121,1037
Karnataka,2022,2W,90119,10411
Assam,2022,4W,68967,22174
Kerala,2019,2W,101969,5566
Bihar,2021,3W,108486,13324
Uttar Pradesh,2021,3W,88729,28366
Karnataka,2020,2W,79113,10885
Maharashtra,2017,4W,110779,25427
Uttar Pradesh,2016,4W,69173,14424
Uttar Pradesh,2022,4W,60053,7565
Chhattisgarh,2022,3W,93867,0
Karnataka,2024,4W,42036,3669
Punjab,2024,3W,103755,7491
Bihar,2020,2W,100445,34983
Karnataka,2016,2W,39719,4482
Rajasthan,2016,3W,51700,21064
Karnataka,2022,3W,88593,23365
Telangana,2019,2W,51272,0
Jharkhand,2022,4W,54819,14053
Punjab,2016,4W,62374,14207
Jharkhand,2022,3W,111101,26546
Karnataka,2017,3W,98215,4659
Tamil Nadu,2022,3W,84572,23966
Gujarat,2023,2W,114856,27647
Madhya Pradesh,2017,2W,97280,15142
Haryana,2024,2W,129799,22892
Odisha,2020,2W,91373,13366
Telangana,2022,4W,67696,11120
Delhi,2023,3W,69346,7444
West Bengal,2016,3W,54409,12977
Chhattisgarh,2022,4W,64932,8067
Jharkhand,2022,3W,94235,7337
Delhi,2022,4W,63867,5989
Bihar,2022,3W,27876,8611
Telangana,2022,3W,78936,4998
Maharashtra,2020,2W,91315,20671
Bihar,2018,3W,165975,42243
West Bengal,2017,4W,97961,9387
Gujarat,2022,2W,105901,9380
Chhattisgarh,2021,3W,122735,40278
West Bengal,2017,3W,57661,0
Haryana,2016,2W,79975,22937
Kerala,2017,4W,37264,5871
Rajasthan,2022,3W,62535,19090
Bihar,2018,4W,59087,11134
West Bengal,2016,3W,93106,8872
Jharkhand,2016,4W,111101,35058
Chhattisgarh,2021,4W,76426,11506
Uttar Pradesh,2023,4W,46267,7515
Tamil Nadu,2018,2W,31776,3522
Chhattisgarh,2023,4W,161919,34462
West Bengal,2024,2W,71798,22255
Kerala,2022,3W,95015,24306
Maharashtra,2021,3W,102792,13622
Karnataka,2019,3W,100509,30373
Haryana,2018,4W,78408,0
Uttar Pradesh,2016,4W,73938,12052
Chhattisgarh,2022,4W,38382,11530
Madhya Pradesh,2018,2W,76866,7624
Telangana,2024,3W,57813,19022
Bihar,2024,3W,139887,30639
Chhattisgarh,2020,4W,75910,27669
Maharashtra,2021,2W,100940,18820
Assam,2021,2W,59326,9230
Rajasthan,2023,2W,96846,9865
Punjab,2022,2W,90812,0
Uttar Pradesh,2018,3W,107066,1915
Punjab,2020,3W,72123,18301
Kerala,2020,4W,112663,20407
Tamil Nadu,2024,3W,73004,12455
West Bengal,2016,4W,49773,1944
Maharashtra,2021,3W,68061,11687
Maharashtra,2022,3W,91276,26527
Maharashtra,2022,4W,38249,12417
Karnataka,2023,2W,77035,3502
Telangana,2018,2W,56847,1035
Kerala,2019,3W,69711,16961
Rajasthan,2021,3W,54694,8365
Odisha,2020,2W,52016,10118
Madhya Pradesh,2016,3W,127382,31186
Assam,2019,4W,108604,10877
West Bengal,2016,2W,53321,11150
Chhattisgarh,2024,2W,54560,3993
Kerala,2022,2W,72537,32323
Madhya Pradesh,2023,4W,72574,13412
Maharashtra,2022,3W,127875,22951
Delhi,2022,3W,25358,4320
West Bengal,2017,3W,84594,23920
Tamil Nadu,2022,4W,66597,13726
Odisha,2016,4W,22729,4257
Kerala,2024,4W,56825,15975
Tamil Nadu,2019,3W,35581,10494
Kerala,2017,4W,69989,13268
Telangana,2017,2W,87250,5300
Kerala,2016,4W,36892,4851
Uttar Pradesh,2020,4W,104032,24868
Maharashtra,2022,2W,76136,8451
Madhya Pradesh,2018,3W,98075,36428
West Bengal,2023,2W,87561,11257
Madhya Pradesh,2019,4W,85539,22915
Karnataka,2017,4W,55889,16273
Madhya Pradesh,2021,4W,73932,15753
Bihar,2017,2W,32057,6315
Uttar Pradesh,2016,2W,80192,2592
Rajasthan,2024,3W,165468,41653
Rajasthan,2016,4W,72404,18988
Karnataka,2019,3W,94579,34550
Delhi,2021,4W,43634,0
Bihar,2024,3W,52158,9788
Punjab,2018,2W,50371,6921
Bihar,2022,2W,65178,1621
Telangana,2016,4W,103796,32322
Rajasthan,2022,2W,81337,3502
Bihar,2019,4W,75664,25371
West Bengal,2023,4W,136836,55117
Chhattisgarh,2016,3W,132005,33055
Karnataka,2020,2W,87133,13614
Delhi,2019,3W,102311,14249
Karnataka,2021,3W,87804,15868
Kerala,2018,2W,117696,26784
Uttar Pradesh,2017,3W,47699,12751
Punjab,2019,2W,77039,21096
Chhattisgarh,2023,3W,72510,16934
Jharkhand,2022,4W,70547,6322
Tamil Nadu,2016,3W,66918,6884
Punjab,2024,4W,112537,0
Tamil Nadu,2018,3W,29908,2450
Tamil Nadu,2018,4W,101567,5309
Delhi,2021,3W,107123,14351
Telangana,2018,4W,114248,2911
Bihar,2021,4W,70720,7352
Karnataka,2016,2W,115559,0
Karnataka,2016,4W,65603,19075
Jharkhand,2021,4W,72450,7548
Bihar,2022,3W,98049,20133
Assam,2016,2W,48440,6978
Chhattisgarh,2021,2W,93050,0
Rajasthan,2016,4W,68512,11265
Odisha,2017,3W,64391,14835
Punjab,2021,3W,95639,21232
Tamil Nadu,2021,2W,72368,9585
Telangana,2018,4W,129060,25259
Haryana,2016,2W,96187,13610
Haryana,2018,3W,50893,9783
Karnataka,2023,4W,78332,13178
Delhi,2018,4W,82995,6974
Punjab,2019,3W,106202,14213
Maharashtra,2019,2W,139822,33776
Odisha,2019,3W,61888,10670
Telangana,2022,2W,93969,9924
Madhya Pradesh,2024,3W,113471,34917
Jharkhand,2019,3W,95325,2171
Telangana,2019,4W,75957,2646
Chhattisgarh,2023,4W,116823,25024
Karnataka,2016,4W,111700,14764
Maharashtra,2024,4W,113953,21779
Delhi,2023,3W,118149,17824
Jharkhand,2023,2W,88411,20665
Madhya Pradesh,2017,4W,146765,21529
Karnataka,2022,2W,83379,1214
Jharkhand,2017,2W,98388,19194
Chhattisgarh,2024,4W,96453,19417
Odisha,2016,4W,50930,5075
Assam,2021,2W,89545,4349
Delhi,2021,2W,8963,1613
Delhi,2020,3W,84869,17262
Punjab,2020,3W,59617,25260
Madhya Pradesh,2021,4W,86555,14585
Haryana,2016,3W,97145,3854
Delhi,2019,3W,38857,3075
Uttar Pradesh,2024,2W,76270,14275
Chhattisgarh,2017,4W,130317,43250
Punjab,2016,4W,66332,18504
Punjab,2023,4W,52945,9866
Bihar,2016,3W,73813,9142
Haryana,2024,2W,94516,29145
Telangana,2021,3W,95319,18016
Bihar,2016,3W,113774,18466
Maharashtra,2018,3W,73152,12945
Jharkhand,2018,2W,63350,2693
Jharkhand,2021,4W,48447,12184
Jharkhand,2020,3W,70655,9007
Karnataka,2023,2W,78141,27079
Maharashtra,2022,4W,77333,17460
Telangana,2024,4W,85756,3762
Bihar,2023,4W,93676,15490
Punjab,2022,3W,80684,17863
Kerala,2016,4W,104211,21671
Chhattisgarh,2021,2W,75188,6909
Assam,2020,4W,74284,27884
West Bengal,2019,4W,39498,10410
West Bengal,2020,2W,53326,10503
Maharashtra,2021,3W,105147,0
Kerala,2022,3W,113317,40810
Kerala,2016,2W,72989,6610
Uttar Pradesh,2020,4W,83112,18067
Odisha,2018,2W,61585,0
Odisha,2016,3W,96683,33743
West Bengal,2021,3W,150041,26495
Maharashtra,2019,4W,31311,6669
West Bengal,2022,4W,95450,24965
Gujarat,2019,3W,133202,22286
Haryana,2024,2W,82485,29484
Maharashtra,2019,2W,67834,18400
Bihar,2016,3W,112011,35206
Punjab,2023,4W,108784,21038
Gujarat,2023,3W,26493,8836
Telangana,2019,3W,105796,18174
Telangana,2023,4W,88978,0
Chhattisgarh,2024,2W,73760,0
Tamil Nadu,2016,3W,25304,4092
Odisha,2018,4W,86643,30359
Madhya Pradesh,2023,2W,98971,16790
Punjab,2022,4W,68545,14639
West Bengal,2021,3W,62164,14236
West Bengal,2023,2W,43130,10905
Delhi,2022,2W,92555,21225
Bihar,2019,4W,11733,2420
Uttar Pradesh,2018,4W,75734,1360
Jharkhand,2023,2W,27460,4493
Telangana,2022,3W,90800,24846
Maharashtra,2022,3W,98074,18156
Chhattisgarh,2020,2W,100416,5062
Kerala,2022,3W,119385,30678
Maharashtra,2019,4W,58293,11204
West Bengal,2024,3W,51100,9568
Jharkhand,2017,2W,72506,8771
Haryana,2023,3W,85258,14509
West Bengal,2022,2W,48015,10474
Haryana,2023,3W,63330,18142
Uttar Pradesh,2016,2W,118227,32094
Odisha,2021,4W,82832,13786
Rajasthan,2018,2W,91676,16303
Kerala,2023,2W,11822,2287
Jharkhand,2018,2W,75243,31190
Madhya Pradesh,2023,4W,72046,0
Jharkhand,2016,2W,100732,12549
Chhattisgarh,2022,4W,53669,8824
Assam,2017,2W,126787,16331
West Bengal,2023,2W,86375,9623
Punjab,2022,3W,71839,12279
Karnataka,2021,4W,47219,9080
Kerala,2022,3W,101301,19609
Madhya Pradesh,2024,3W,81686,9335
Tamil Nadu,2019,3W,50625,16055
Telangana,2019,4W,50441,7140
Madhya Pradesh,2024,4W,84906,6754
Punjab,2022,4W,105149,5795
Telangana,2021,4W,136950,33132
Chhattisgarh,2021,3W,75363,17430
Uttar Pradesh,2023,4W,77114,26809
Delhi,2019,3W,112586,0
Chhattisgarh,2016,3W,92031,6761
West Bengal,2016,3W,47406,10346
Delhi,2024,2W,62948,0
Gujarat,2022,3W,51188,7972
West Bengal,2019,3W,124102,29192
Telangana,2021,4W,112701,14356
Odisha,2018,2W,57747,0
Maharashtra,2020,3W,104150,13560
Kerala,2017,4W,79305,4942
Madhya Pradesh,2023,3W,28011,3888
Madhya Pradesh,2017,2W,148087,17673
Uttar Pradesh,2016,4W,27905,11642
Gujarat,2020,2W,97347,25342
Bihar,2018,3W,100008,29957
Odisha,2024,2W,40365,8111
Assam,2021,3W,83870,14999
Karnataka,2020,3W,82445,12509
Odisha,2022,4W,60268,15625
Rajasthan,2019,2W,135456,29058
Punjab,2024,2W,70886,11163
Haryana,2024,2W,112215,7273
Uttar Pradesh,2023,3W,16212,2295
Punjab,2023,3W,128620,16005
Telangana,2019,2W,86015,16504
Odisha,2021,2W,97647,20201
Uttar Pradesh,2021,4W,132279,10843
Maharashtra,2020,2W,87906,11479
Bihar,2018,4W,33358,7222
Tamil Nadu,2023,2W,99429,21193
West Bengal,2017,4W,95820,22904
Gujarat,2022,3W,116403,24168
Kerala,2020,3W,113534,19483
Chhattisgarh,2022,2W,74669,20839
Telangana,2019,3W,80876,10592
Bihar,2016,4W,134686,28392
Rajasthan,2024,2W,106670,2354
Chhattisgarh,2018,4W,87898,31687
Odisha,2021,3W,88225,668
Haryana,2016,4W,87780,24175
Uttar Pradesh,2023,4W,52822,7812
Delhi,2022,2W,59182,12326
Telangana,2018,4W,119839,34107
Punjab,2017,3W,136026,3119
Delhi,2022,2W,40690,2694
Kerala,2016,4W,33987,5133
Delhi,2019,2W,110445,23070
Tamil Nadu,2020,3W,107045,18336
Punjab,2021,4W,60786,5069
Karnataka,2023,2W,60560,17532
Madhya Pradesh,2022,4W,99250,15274
Telangana,2021,4W,99585,20641
Gujarat,2016,3W,71799,7982
Maharashtra,2021,4W,50089,10384
Kerala,2023,3W,86496,14379
Bihar,2021,3W,23579,1314
Tamil Nadu,2019,3W,73209,19453
Bihar,2022,4W,85152,26945
Bihar,2021,4W,34331,7162
Telangana,2017,4W,164189,19601
West Bengal,2018,3W,58264,14813
Kerala,2024,3W,60742,18445
Chhattisgarh,2021,4W,72963,9285
Tamil Nadu,2017,2W,57434,2665
Telangana,2018,3W,60007,9381
Uttar Pradesh,2024,3W,105302,9625
Kerala,2017,4W,84485,6582
Punjab,2024,3W,43121,10508
Jharkhand,2022,2W,44489,15283
Haryana,2022,3W,30353,6169
Odisha,2020,2W,118552,0
Maharashtra,2022,3W,68725,17269
Jharkhand,2018,3W,11561,1274
Gujarat,2022,4W,98549,27221
Madhya Pradesh,2017,3W,100619,8935
Odisha,2018,3W,99310,23193
Jharkhand,2018,3W,68709,9216
Jharkhand,2020,3W,69772,4712
Maharashtra,2016,2W,127731,17388
Assam,2019,2W,94921,19061
Haryana,2020,3W,78995,15140
Assam,2019,2W,146491,799
Madhya Pradesh,2016,2W,66355,14100
Maharashtra,2022,4W,62871,8249
Telangana,2022,3W,97396,33684
Delhi,2023,2W,82237,19958
Tamil Nadu,2016,2W,41234,4269
Assam,2021,3W,56092,3290
Bihar,2022,4W,113079,9245
Kerala,2021,4W,161763,25536
Madhya Pradesh,2023,4W,120426,22461
Odisha,2021,4W,69885,12464
Rajasthan,2022,3W,116654,15780
Madhya Pradesh,2021,4W,88278,17855
Assam,2017,3W,110516,32872
Gujarat,2023,3W,108135,11903
Jharkhand,2019,2W,48455,587
Bihar,2023,3W,81025,7186
Karnataka,2022,3W,27547,6891
Kerala,2019,3W,39789,11719
Karnataka,2019,4W,51395,3827
Punjab,2023,2W,27923,5573
Assam,2024,3W,60350,4801
Kerala,2017,3W,80174,4903
Karnataka,2018,2W,57660,6450
Rajasthan,2022,2W,37205,3490
West Bengal,2024,2W,75542,11532
Karnataka,2021,4W,64618,9970
Assam,2022,3W,107425,38904
Punjab,2021,4W,102713,22036
Tamil Nadu,2016,3W,117049,29346
Tamil Nadu,2018,2W,3758,363
Odisha,2019,2W,94085,14042
Odisha,2016,4W,98185,14145
Maharashtra,2019,2W,116353,23406
Rajasthan,2024,2W,88795,28243
Punjab,2017,3W,69712,0
Haryana,2019,3W,142356,32100
Uttar Pradesh,2022,3W,65224,12910
Kerala,2019,3W,98994,12511
Punjab,2016,2W,158981,29429
Maharashtra,2021,3W,73781,13981
Assam,2016,2W,111103,24735
Punjab,2016,4W,91471,23943
Karnataka,2016,3W,61995,11008
Rajasthan,2021,3W,102732,19474
Haryana,2017,4W,49032,1667
Uttar Pradesh,2021,2W,89840,3747
Maharashtra,2017,2W,103763,35886
West Bengal,2018,2W,82661,24839
Uttar Pradesh,2020,3W,85707,30926
Bihar,2018,4W,76399,5928
Assam,2017,3W,112961,21554
Haryana,2023,2W,30480,8513
Rajasthan,2019,3W,105905,14786
Odisha,2016,3W,115041,32289
Telangana,2020,2W,102544,3388
Chhattisgarh,2023,4W,71542,28980
West Bengal,2024,4W,76289,17617
Tamil Nadu,2024,2W,40003,842
Uttar Pradesh,2020,4W,89230,3233
Maharashtra,2021,3W,49080,8750
Karnataka,2021,2W,83591,2473
Telangana,2024,2W,139618,33632
Telangana,2017,2W,79172,25392
